case_id,storm_id,init_time,forecast_hours,output_interval_hours,name,basin
2023239N21274-CE01-L072,2023239N21274,2023-08-27T12:00:00Z,72,6,IDALIA,NA
2023239N21274-CE01-L096,2023239N21274,2023-08-26T12:00:00Z,96,6,IDALIA,NA
2023239N21274-CE01-L120,2023239N21274,2023-08-25T12:00:00Z,120,6,IDALIA,NA
2023234N18128-CE03-L024,2023234N18128,2023-08-31T12:00:00Z,30,6,SAOLA,WP
2023234N18128-CE03-L048,2023234N18128,2023-08-30T12:00:00Z,54,6,SAOLA,WP
2023234N18128-CE03-L072,2023234N18128,2023-08-29T12:00:00Z,78,6,SAOLA,WP
2023234N18128-CE03-L096,2023234N18128,2023-08-28T12:00:00Z,102,6,SAOLA,WP
2023234N18128-CE03-L120,2023234N18128,2023-08-27T12:00:00Z,126,6,SAOLA,WP
2023239N18144-CE01-L024,2023239N18144,2023-09-02T06:00:00Z,30,6,HAIKUI,WP
2023239N18144-CE01-L048,2023239N18144,2023-09-01T06:00:00Z,54,6,HAIKUI,WP
2023239N18144-CE01-L072,2023239N18144,2023-08-31T06:00:00Z,78,6,HAIKUI,WP
2023239N18144-CE01-L096,2023239N18144,2023-08-30T06:00:00Z,102,6,HAIKUI,WP
2023239N18144-CE01-L120,2023239N18144,2023-08-29T06:00:00Z,126,6,HAIKUI,WP
2023249N12320-CE01-L024,2023249N12320,2023-09-15T18:00:00Z,30,6,LEE,NA
2023249N12320-CE01-L048,2023249N12320,2023-09-14T18:00:00Z,54,6,LEE,NA
2023249N12320-CE01-L072,2023249N12320,2023-09-13T18:00:00Z,78,6,LEE,NA
2023249N12320-CE01-L096,2023249N12320,2023-09-12T18:00:00Z,102,6,LEE,NA
2023249N12320-CE01-L120,2023249N12320,2023-09-11T18:00:00Z,126,6,LEE,NA
2023271N14144-CE02-L024,2023271N14144,2023-10-04T00:00:00Z,24,6,KOINU,WP
2023271N14144-CE02-L048,2023271N14144,2023-10-03T00:00:00Z,48,6,KOINU,WP
2023271N14144-CE02-L072,2023271N14144,2023-10-02T00:00:00Z,72,6,KOINU,WP
2023271N14144-CE02-L096,2023271N14144,2023-10-01T00:00:00Z,96,6,KOINU,WP
2023271N14144-CE02-L120,2023271N14144,2023-09-30T00:00:00Z,120,6,KOINU,WP
2023271N14144-CE03-L024,2023271N14144,2023-10-08T06:00:00Z,24,6,KOINU,WP
2023271N14144-CE03-L048,2023271N14144,2023-10-07T06:00:00Z,48,6,KOINU,WP
2023271N14144-CE03-L072,2023271N14144,2023-10-06T06:00:00Z,72,6,KOINU,WP
2023271N14144-CE03-L096,2023271N14144,2023-10-05T06:00:00Z,96,6,KOINU,WP
2023271N14144-CE03-L120,2023271N14144,2023-10-04T06:00:00Z,120,6,KOINU,WP
2023279N08157-CE01-L024,2023279N08157,2023-10-09T06:00:00Z,30,6,BOLAVEN,WP
2023279N08157-CE01-L048,2023279N08157,2023-10-08T06:00:00Z,54,6,BOLAVEN,WP
2023279N08157-CE01-L072,2023279N08157,2023-10-07T06:00:00Z,78,6,BOLAVEN,WP
2023279N08157-CE01-L096,2023279N08157,2023-10-06T06:00:00Z,102,6,BOLAVEN,WP
2023279N08157-CE01-L120,2023279N08157,2023-10-05T06:00:00Z,126,6,BOLAVEN,WP
2023276N11254-CE02-L024,2023276N11254,2023-10-10T00:00:00Z,24,6,LIDIA,EP
2023276N11254-CE02-L048,2023276N11254,2023-10-09T00:00:00Z,48,6,LIDIA,EP
2023276N11254-CE02-L072,2023276N11254,2023-10-08T00:00:00Z,72,6,LIDIA,EP
2023276N11254-CE02-L096,2023276N11254,2023-10-07T00:00:00Z,96,6,LIDIA,EP
2023276N11254-CE02-L120,2023276N11254,2023-10-06T00:00:00Z,120,6,LIDIA,EP
2023290N12256-CE01-L024,2023290N12256,2023-10-20T18:00:00Z,30,6,NORMA,EP
2023290N12256-CE01-L048,2023290N12256,2023-10-19T18:00:00Z,54,6,NORMA,EP
2023290N12256-CE01-L072,2023290N12256,2023-10-18T18:00:00Z,78,6,NORMA,EP
2023290N12256-CE01-L096,2023290N12256,2023-10-17T18:00:00Z,102,6,NORMA,EP
2023290N12256-CE01-L120,2023290N12256,2023-10-16T18:00:00Z,126,6,NORMA,EP
2023292N13309-CE02-L024,2023292N13309,2023-10-21T00:00:00Z,30,6,TAMMY,NA
2023292N13309-CE02-L048,2023292N13309,2023-10-20T00:00:00Z,54,6,TAMMY,NA
2023292N13309-CE02-L072,2023292N13309,2023-10-19T00:00:00Z,78,6,TAMMY,NA
2023292N13309-CE02-L096,2023292N13309,2023-10-18T00:00:00Z,102,6,TAMMY,NA
2023292N13309-CE02-L120,2023292N13309,2023-10-17T00:00:00Z,126,6,TAMMY,NA
2023290N12256-CE02-L024,2023290N12256,2023-10-21T06:00:00Z,24,6,NORMA,EP
2023290N12256-CE02-L048,2023290N12256,2023-10-20T06:00:00Z,48,6,NORMA,EP
2023290N12256-CE02-L072,2023290N12256,2023-10-19T06:00:00Z,72,6,NORMA,EP
2023290N12256-CE02-L096,2023290N12256,2023-10-18T06:00:00Z,96,6,NORMA,EP
2023290N12256-CE02-L120,2023290N12256,2023-10-17T06:00:00Z,120,6,NORMA,EP
2023292N11063-CE01-L024,2023292N11063,2023-10-21T06:00:00Z,30,6,TEJ,NI
2023292N11063-CE01-L048,2023292N11063,2023-10-20T06:00:00Z,54,6,TEJ,NI
2023292N11063-CE01-L072,2023292N11063,2023-10-19T06:00:00Z,78,6,TEJ,NI
2023292N11063-CE01-L096,2023292N11063,2023-10-18T06:00:00Z,102,6,TEJ,NI
2023292N11063-CE01-L120,2023292N11063,2023-10-17T06:00:00Z,126,6,TEJ,NI
2023292N11063-CE02-L024,2023292N11063,2023-10-23T00:00:00Z,30,6,TEJ,NI
2023292N11063-CE02-L048,2023292N11063,2023-10-22T00:00:00Z,54,6,TEJ,NI
2023292N11063-CE02-L072,2023292N11063,2023-10-21T00:00:00Z,78,6,TEJ,NI
2023292N11063-CE02-L096,2023292N11063,2023-10-20T00:00:00Z,102,6,TEJ,NI
2023292N11063-CE02-L120,2023292N11063,2023-10-19T00:00:00Z,126,6,TEJ,NI
2023292S03172-CE01-L024,2023292S03172,2023-10-23T18:00:00Z,24,6,LOLA,SP
2023292S03172-CE01-L048,2023292S03172,2023-10-22T18:00:00Z,48,6,LOLA,SP
2023292S03172-CE01-L072,2023292S03172,2023-10-21T18:00:00Z,72,6,LOLA,SP
2023292S03172-CE01-L096,2023292S03172,2023-10-20T18:00:00Z,96,6,LOLA,SP
2023292S03172-CE01-L120,2023292S03172,2023-10-19T18:00:00Z,120,6,LOLA,SP
2023293N12089-CE01-L024,2023293N12089,2023-10-24T00:00:00Z,24,6,HAMOON,NI
2023293N12089-CE01-L048,2023293N12089,2023-10-23T00:00:00Z,48,6,HAMOON,NI
2023293N12089-CE01-L072,2023293N12089,2023-10-22T00:00:00Z,72,6,HAMOON,NI
2023293N12089-CE01-L096,2023293N12089,2023-10-21T00:00:00Z,96,6,HAMOON,NI
2023293N12089-CE01-L120,2023293N12089,2023-10-20T00:00:00Z,120,6,HAMOON,NI
2023294N09264-CE01-L024,2023294N09264,2023-10-24T06:00:00Z,30,6,OTIS,EP
2023294N09264-CE01-L048,2023294N09264,2023-10-23T06:00:00Z,54,6,OTIS,EP
2023294N09264-CE01-L072,2023294N09264,2023-10-22T06:00:00Z,78,6,OTIS,EP
2023294N09264-CE01-L096,2023294N09264,2023-10-21T06:00:00Z,102,6,OTIS,EP
2023294N09264-CE01-L120,2023294N09264,2023-10-20T06:00:00Z,126,6,OTIS,EP
2023334N08088-CE01-L024,2023334N08088,2023-12-04T06:00:00Z,24,6,MICHAUNG,NI
2023334N08088-CE01-L048,2023334N08088,2023-12-03T06:00:00Z,48,6,MICHAUNG,NI
2023334N08088-CE01-L072,2023334N08088,2023-12-02T06:00:00Z,72,6,MICHAUNG,NI
2023334N08088-CE01-L096,2023334N08088,2023-12-01T06:00:00Z,96,6,MICHAUNG,NI
2023334N08088-CE01-L120,2023334N08088,2023-11-30T06:00:00Z,120,6,MICHAUNG,NI
2023364S19035-CE01-L024,2023364S19035,2023-12-31T18:00:00Z,24,6,ALVARO,SI
2023364S19035-CE01-L048,2023364S19035,2023-12-30T18:00:00Z,48,6,ALVARO,SI
2023364S19035-CE01-L072,2023364S19035,2023-12-29T18:00:00Z,72,6,ALVARO,SI
2023364S19035-CE01-L096,2023364S19035,2023-12-28T18:00:00Z,96,6,ALVARO,SI
2023364S19035-CE01-L120,2023364S19035,2023-12-27T18:00:00Z,120,6,ALVARO,SI
2024012S12059-CE01-L024,2024012S12059,2024-01-12T06:00:00Z,30,6,BELAL,SI
2024012S12059-CE01-L048,2024012S12059,2024-01-11T06:00:00Z,54,6,BELAL,SI
2024012S12059-CE01-L072,2024012S12059,2024-01-10T06:00:00Z,78,6,BELAL,SI
2024012S12059-CE01-L096,2024012S12059,2024-01-09T06:00:00Z,102,6,BELAL,SI
2024012S12059-CE01-L120,2024012S12059,2024-01-08T06:00:00Z,126,6,BELAL,SI
2024012S12059-CE02-L024,2024012S12059,2024-01-14T06:00:00Z,30,6,BELAL,SI
2024012S12059-CE02-L048,2024012S12059,2024-01-13T06:00:00Z,54,6,BELAL,SI
2024012S12059-CE02-L072,2024012S12059,2024-01-12T06:00:00Z,78,6,BELAL,SI
2024012S12059-CE02-L096,2024012S12059,2024-01-11T06:00:00Z,102,6,BELAL,SI
2024012S12059-CE02-L120,2024012S12059,2024-01-10T06:00:00Z,126,6,BELAL,SI
2024073S14128-CE01-L024,2024073S14128,2024-03-12T18:00:00Z,24,6,MEGAN,SI
2024073S14128-CE01-L048,2024073S14128,2024-03-11T18:00:00Z,48,6,MEGAN,SI
2024073S14128-CE01-L072,2024073S14128,2024-03-10T18:00:00Z,72,6,MEGAN,SI
2024073S14128-CE01-L096,2024073S14128,2024-03-09T18:00:00Z,96,6,MEGAN,SI
2024073S14128-CE01-L120,2024073S14128,2024-03-08T18:00:00Z,120,6,MEGAN,SI
2024082S08054-CE01-L024,2024082S08054,2024-03-26T00:00:00Z,30,6,GAMANE,SI
2024082S08054-CE01-L048,2024082S08054,2024-03-25T00:00:00Z,54,6,GAMANE,SI
2024082S08054-CE01-L072,2024082S08054,2024-03-24T00:00:00Z,78,6,GAMANE,SI
2024082S08054-CE01-L096,2024082S08054,2024-03-23T00:00:00Z,102,6,GAMANE,SI
2024082S08054-CE01-L120,2024082S08054,2024-03-22T00:00:00Z,126,6,GAMANE,SI
2024121S07047-CE01-L024,2024121S07047,2024-05-03T06:00:00Z,30,6,HIDAYA,SI
2024121S07047-CE01-L048,2024121S07047,2024-05-02T06:00:00Z,54,6,HIDAYA,SI
2024121S07047-CE01-L072,2024121S07047,2024-05-01T06:00:00Z,78,6,HIDAYA,SI
2024121S07047-CE01-L096,2024121S07047,2024-04-30T06:00:00Z,102,6,HIDAYA,SI
2024121S07047-CE01-L120,2024121S07047,2024-04-29T06:00:00Z,126,6,HIDAYA,SI
2024141N03142-CE01-L024,2024141N03142,2024-05-25T12:00:00Z,24,6,EWINIAR,WP
2024141N03142-CE01-L048,2024141N03142,2024-05-24T12:00:00Z,48,6,EWINIAR,WP
2024141N03142-CE01-L072,2024141N03142,2024-05-23T12:00:00Z,72,6,EWINIAR,WP
2024141N03142-CE01-L096,2024141N03142,2024-05-22T12:00:00Z,96,6,EWINIAR,WP
2024141N03142-CE01-L120,2024141N03142,2024-05-21T12:00:00Z,120,6,EWINIAR,WP
2024141N03142-CE02-L024,2024141N03142,2024-05-28T00:00:00Z,30,6,EWINIAR,WP
2024141N03142-CE02-L048,2024141N03142,2024-05-27T00:00:00Z,54,6,EWINIAR,WP
2024141N03142-CE02-L072,2024141N03142,2024-05-26T00:00:00Z,78,6,EWINIAR,WP
2024141N03142-CE02-L096,2024141N03142,2024-05-25T00:00:00Z,102,6,EWINIAR,WP
2024141N03142-CE02-L120,2024141N03142,2024-05-24T00:00:00Z,126,6,EWINIAR,WP
2024181N09320-CE01-L024,2024181N09320,2024-06-30T18:00:00Z,24,6,BERYL,NA
2024181N09320-CE01-L048,2024181N09320,2024-06-29T18:00:00Z,48,6,BERYL,NA
2024181N09320-CE01-L072,2024181N09320,2024-06-28T18:00:00Z,72,6,BERYL,NA
2024181N09320-CE01-L096,2024181N09320,2024-06-27T18:00:00Z,96,6,BERYL,NA
2024181N09320-CE01-L120,2024181N09320,2024-06-26T18:00:00Z,120,6,BERYL,NA
2024181N09320-CE02-L024,2024181N09320,2024-07-03T00:00:00Z,24,6,BERYL,NA
2024181N09320-CE02-L048,2024181N09320,2024-07-02T00:00:00Z,48,6,BERYL,NA
2024181N09320-CE02-L072,2024181N09320,2024-07-01T00:00:00Z,72,6,BERYL,NA
2024181N09320-CE02-L096,2024181N09320,2024-06-30T00:00:00Z,96,6,BERYL,NA
2024181N09320-CE02-L120,2024181N09320,2024-06-29T00:00:00Z,120,6,BERYL,NA
2024181N09320-CE03-L024,2024181N09320,2024-07-04T12:00:00Z,24,6,BERYL,NA
2024181N09320-CE03-L048,2024181N09320,2024-07-03T12:00:00Z,48,6,BERYL,NA
2024181N09320-CE03-L072,2024181N09320,2024-07-02T12:00:00Z,72,6,BERYL,NA
2024181N09320-CE03-L096,2024181N09320,2024-07-01T12:00:00Z,96,6,BERYL,NA
2024181N09320-CE03-L120,2024181N09320,2024-06-30T12:00:00Z,120,6,BERYL,NA
2024181N09320-CE04-L024,2024181N09320,2024-07-07T06:00:00Z,30,6,BERYL,NA
2024181N09320-CE04-L048,2024181N09320,2024-07-06T06:00:00Z,54,6,BERYL,NA
2024181N09320-CE04-L072,2024181N09320,2024-07-05T06:00:00Z,78,6,BERYL,NA
2024181N09320-CE04-L096,2024181N09320,2024-07-04T06:00:00Z,102,6,BERYL,NA
2024181N09320-CE04-L120,2024181N09320,2024-07-03T06:00:00Z,126,6,BERYL,NA
2024201N12133-CE01-L024,2024201N12133,2024-07-23T18:00:00Z,24,6,GAEMI,WP
2024201N12133-CE01-L048,2024201N12133,2024-07-22T18:00:00Z,48,6,GAEMI,WP
2024201N12133-CE01-L072,2024201N12133,2024-07-21T18:00:00Z,72,6,GAEMI,WP
2024201N12133-CE01-L096,2024201N12133,2024-07-20T18:00:00Z,96,6,GAEMI,WP
2024201N12133-CE01-L120,2024201N12133,2024-07-19T18:00:00Z,120,6,GAEMI,WP
2024213N14254-CE01-L024,2024213N14254,2024-08-01T12:00:00Z,30,6,CARLOTTA,EP
2024213N14254-CE01-L048,2024213N14254,2024-07-31T12:00:00Z,54,6,CARLOTTA,EP
2024213N14254-CE01-L072,2024213N14254,2024-07-30T12:00:00Z,78,6,CARLOTTA,EP
2024213N14254-CE01-L096,2024213N14254,2024-07-29T12:00:00Z,102,6,CARLOTTA,EP
2024213N14254-CE01-L120,2024213N14254,2024-07-28T12:00:00Z,126,6,CARLOTTA,EP
2024216N20284-CE01-L024,2024216N20284,2024-08-02T00:00:00Z,30,6,DEBBY,NA
2024216N20284-CE01-L048,2024216N20284,2024-08-01T00:00:00Z,54,6,DEBBY,NA
2024216N20284-CE01-L072,2024216N20284,2024-07-31T00:00:00Z,78,6,DEBBY,NA
2024216N20284-CE01-L096,2024216N20284,2024-07-30T00:00:00Z,102,6,DEBBY,NA
2024216N20284-CE01-L120,2024216N20284,2024-07-29T00:00:00Z,126,6,DEBBY,NA
2024225N14313-CE01-L024,2024225N14313,2024-08-12T12:00:00Z,24,6,ERNESTO,NA
2024225N14313-CE01-L048,2024225N14313,2024-08-11T12:00:00Z,48,6,ERNESTO,NA
2024225N14313-CE01-L072,2024225N14313,2024-08-10T12:00:00Z,72,6,ERNESTO,NA
2024225N14313-CE01-L096,2024225N14313,2024-08-09T12:00:00Z,96,6,ERNESTO,NA
2024225N14313-CE01-L120,2024225N14313,2024-08-08T12:00:00Z,120,6,ERNESTO,NA
2024225N22135-CE01-L024,2024225N22135,2024-08-14T06:00:00Z,30,6,AMPIL,WP
2024225N22135-CE01-L048,2024225N22135,2024-08-13T06:00:00Z,54,6,AMPIL,WP
2024225N22135-CE01-L072,2024225N22135,2024-08-12T06:00:00Z,78,6,AMPIL,WP
2024225N22135-CE01-L096,2024225N22135,2024-08-11T06:00:00Z,102,6,AMPIL,WP
2024225N22135-CE01-L120,2024225N22135,2024-08-10T06:00:00Z,126,6,AMPIL,WP
2024225N14313-CE02-L024,2024225N14313,2024-08-16T06:00:00Z,30,6,ERNESTO,NA
2024225N14313-CE02-L048,2024225N14313,2024-08-15T06:00:00Z,54,6,ERNESTO,NA
2024225N14313-CE02-L072,2024225N14313,2024-08-14T06:00:00Z,78,6,ERNESTO,NA
2024225N14313-CE02-L096,2024225N14313,2024-08-13T06:00:00Z,102,6,ERNESTO,NA
2024225N14313-CE02-L120,2024225N14313,2024-08-12T06:00:00Z,126,6,ERNESTO,NA
2024225N14313-CE03-L024,2024225N14313,2024-08-19T06:00:00Z,24,6,ERNESTO,NA
2024225N14313-CE03-L048,2024225N14313,2024-08-18T06:00:00Z,48,6,ERNESTO,NA
2024225N14313-CE03-L072,2024225N14313,2024-08-17T06:00:00Z,72,6,ERNESTO,NA
2024225N14313-CE03-L096,2024225N14313,2024-08-16T06:00:00Z,96,6,ERNESTO,NA
2024225N14313-CE03-L120,2024225N14313,2024-08-15T06:00:00Z,120,6,ERNESTO,NA
2024233N15148-CE02-L024,2024233N15148,2024-08-28T00:00:00Z,24,6,SHANSHAN,WP
2024233N15148-CE02-L048,2024233N15148,2024-08-27T00:00:00Z,48,6,SHANSHAN,WP
2024233N15148-CE02-L072,2024233N15148,2024-08-26T00:00:00Z,72,6,SHANSHAN,WP
2024233N15148-CE02-L096,2024233N15148,2024-08-25T00:00:00Z,96,6,SHANSHAN,WP
2024233N15148-CE02-L120,2024233N15148,2024-08-24T00:00:00Z,120,6,SHANSHAN,WP
2024244N09137-CE01-L024,2024244N09137,2024-09-05T06:00:00Z,30,6,YAGI,WP
2024244N09137-CE01-L048,2024244N09137,2024-09-04T06:00:00Z,54,6,YAGI,WP
2024244N09137-CE01-L072,2024244N09137,2024-09-03T06:00:00Z,78,6,YAGI,WP
2024244N09137-CE01-L096,2024244N09137,2024-09-02T06:00:00Z,102,6,YAGI,WP
2024244N09137-CE01-L120,2024244N09137,2024-09-01T06:00:00Z,126,6,YAGI,WP
2024253N21266-CE01-L024,2024253N21266,2024-09-11T00:00:00Z,24,6,FRANCINE,NA
2024253N21266-CE01-L048,2024253N21266,2024-09-10T00:00:00Z,48,6,FRANCINE,NA
2024253N21266-CE01-L072,2024253N21266,2024-09-09T00:00:00Z,72,6,FRANCINE,NA
2024253N21266-CE01-L096,2024253N21266,2024-09-08T00:00:00Z,96,6,FRANCINE,NA
2024253N21266-CE01-L120,2024253N21266,2024-09-07T00:00:00Z,120,6,FRANCINE,NA
2024253N11148-CE01-L024,2024253N11148,2024-09-13T12:00:00Z,24,6,BEBINCA,WP
2024253N11148-CE01-L048,2024253N11148,2024-09-12T12:00:00Z,48,6,BEBINCA,WP
2024253N11148-CE01-L072,2024253N11148,2024-09-11T12:00:00Z,72,6,BEBINCA,WP
2024253N11148-CE01-L096,2024253N11148,2024-09-10T12:00:00Z,96,6,BEBINCA,WP
2024253N11148-CE01-L120,2024253N11148,2024-09-09T12:00:00Z,120,6,BEBINCA,WP
2024253N11148-CE02-L024,2024253N11148,2024-09-15T00:00:00Z,24,6,BEBINCA,WP
2024253N11148-CE02-L048,2024253N11148,2024-09-14T00:00:00Z,48,6,BEBINCA,WP
2024253N11148-CE02-L072,2024253N11148,2024-09-13T00:00:00Z,72,6,BEBINCA,WP
2024253N11148-CE02-L096,2024253N11148,2024-09-12T00:00:00Z,96,6,BEBINCA,WP
2024253N11148-CE02-L120,2024253N11148,2024-09-11T00:00:00Z,120,6,BEBINCA,WP
2024267N14261-CE01-L024,2024267N14261,2024-09-23T00:00:00Z,30,6,JOHN,EP
2024267N14261-CE01-L048,2024267N14261,2024-09-22T00:00:00Z,54,6,JOHN,EP
2024267N14261-CE01-L072,2024267N14261,2024-09-21T00:00:00Z,78,6,JOHN,EP
2024267N14261-CE01-L096,2024267N14261,2024-09-20T00:00:00Z,102,6,JOHN,EP
2024267N14261-CE01-L120,2024267N14261,2024-09-19T00:00:00Z,126,6,JOHN,EP
2024268N17278-CE01-L024,2024268N17278,2024-09-26T06:00:00Z,24,6,HELENE,NA
2024268N17278-CE01-L048,2024268N17278,2024-09-25T06:00:00Z,48,6,HELENE,NA
2024268N17278-CE01-L072,2024268N17278,2024-09-24T06:00:00Z,72,6,HELENE,NA
2024268N17278-CE01-L096,2024268N17278,2024-09-23T06:00:00Z,96,6,HELENE,NA
2024268N17278-CE01-L120,2024268N17278,2024-09-22T06:00:00Z,120,6,HELENE,NA
2024267N14261-CE02-L024,2024267N14261,2024-09-26T18:00:00Z,24,6,JOHN,EP
2024267N14261-CE02-L048,2024267N14261,2024-09-25T18:00:00Z,48,6,JOHN,EP
2024267N14261-CE02-L072,2024267N14261,2024-09-24T18:00:00Z,72,6,JOHN,EP
2024267N14261-CE02-L096,2024267N14261,2024-09-23T18:00:00Z,96,6,JOHN,EP
2024267N14261-CE02-L120,2024267N14261,2024-09-22T18:00:00Z,120,6,JOHN,EP
2024270N24128-CE01-L024,2024270N24128,2024-10-02T06:00:00Z,24,6,KRATHON,WP
2024270N24128-CE01-L048,2024270N24128,2024-10-01T06:00:00Z,48,6,KRATHON,WP
2024270N24128-CE01-L072,2024270N24128,2024-09-30T06:00:00Z,72,6,KRATHON,WP
2024270N24128-CE01-L096,2024270N24128,2024-09-29T06:00:00Z,96,6,KRATHON,WP
2024270N24128-CE01-L120,2024270N24128,2024-09-28T06:00:00Z,120,6,KRATHON,WP
2024279N21265-CE01-L024,2024279N21265,2024-10-07T06:00:00Z,30,6,MILTON,NA
2024279N21265-CE01-L048,2024279N21265,2024-10-06T06:00:00Z,54,6,MILTON,NA
2024279N21265-CE01-L072,2024279N21265,2024-10-05T06:00:00Z,78,6,MILTON,NA
2024279N21265-CE01-L096,2024279N21265,2024-10-04T06:00:00Z,102,6,MILTON,NA
2024279N21265-CE01-L120,2024279N21265,2024-10-03T06:00:00Z,126,6,MILTON,NA
2024279N21265-CE02-L024,2024279N21265,2024-10-09T00:00:00Z,30,6,MILTON,NA
2024279N21265-CE02-L048,2024279N21265,2024-10-08T00:00:00Z,54,6,MILTON,NA
2024279N21265-CE02-L072,2024279N21265,2024-10-07T00:00:00Z,78,6,MILTON,NA
2024279N21265-CE02-L096,2024279N21265,2024-10-06T00:00:00Z,102,6,MILTON,NA
2024279N21265-CE02-L120,2024279N21265,2024-10-05T00:00:00Z,126,6,MILTON,NA
2024279N21265-CE03-L024,2024279N21265,2024-10-09T06:00:00Z,30,6,MILTON,NA
2024279N21265-CE03-L048,2024279N21265,2024-10-08T06:00:00Z,54,6,MILTON,NA
2024279N21265-CE03-L072,2024279N21265,2024-10-07T06:00:00Z,78,6,MILTON,NA
2024279N21265-CE03-L096,2024279N21265,2024-10-06T06:00:00Z,102,6,MILTON,NA
2024279N21265-CE03-L120,2024279N21265,2024-10-05T06:00:00Z,126,6,MILTON,NA
2024293N21294-CE01-L024,2024293N21294,2024-10-18T18:00:00Z,30,6,OSCAR,NA
2024293N21294-CE01-L048,2024293N21294,2024-10-17T18:00:00Z,54,6,OSCAR,NA
2024293N21294-CE01-L072,2024293N21294,2024-10-16T18:00:00Z,78,6,OSCAR,NA
2024293N21294-CE01-L096,2024293N21294,2024-10-15T18:00:00Z,102,6,OSCAR,NA
2024293N21294-CE01-L120,2024293N21294,2024-10-14T18:00:00Z,126,6,OSCAR,NA
2024295N15092-CE01-L024,2024295N15092,2024-10-23T18:00:00Z,30,6,DANA,NI
2024295N15092-CE01-L048,2024295N15092,2024-10-22T18:00:00Z,54,6,DANA,NI
2024295N15092-CE01-L072,2024295N15092,2024-10-21T18:00:00Z,78,6,DANA,NI
2024295N15092-CE01-L096,2024295N15092,2024-10-20T18:00:00Z,102,6,DANA,NI
2024295N15092-CE01-L120,2024295N15092,2024-10-19T18:00:00Z,126,6,DANA,NI
2024293N13141-CE01-L024,2024293N13141,2024-10-26T06:00:00Z,24,6,TRAMI,WP
2024293N13141-CE01-L048,2024293N13141,2024-10-25T06:00:00Z,48,6,TRAMI,WP
2024293N13141-CE01-L072,2024293N13141,2024-10-24T06:00:00Z,72,6,TRAMI,WP
2024293N13141-CE01-L096,2024293N13141,2024-10-23T06:00:00Z,96,6,TRAMI,WP
2024293N13141-CE01-L120,2024293N13141,2024-10-22T06:00:00Z,120,6,TRAMI,WP
2024298N13150-CE01-L024,2024298N13150,2024-10-30T06:00:00Z,24,6,KONG-REY,WP
2024298N13150-CE01-L048,2024298N13150,2024-10-29T06:00:00Z,48,6,KONG-REY,WP
2024298N13150-CE01-L072,2024298N13150,2024-10-28T06:00:00Z,72,6,KONG-REY,WP
2024298N13150-CE01-L096,2024298N13150,2024-10-27T06:00:00Z,96,6,KONG-REY,WP
2024298N13150-CE01-L120,2024298N13150,2024-10-26T06:00:00Z,120,6,KONG-REY,WP
2024309N13283-CE01-L024,2024309N13283,2024-11-05T18:00:00Z,24,6,RAFAEL,NA
2024309N13283-CE01-L048,2024309N13283,2024-11-04T18:00:00Z,48,6,RAFAEL,NA
2024309N13283-CE01-L072,2024309N13283,2024-11-03T18:00:00Z,72,6,RAFAEL,NA
2024309N13283-CE01-L096,2024309N13283,2024-11-02T18:00:00Z,96,6,RAFAEL,NA
2024309N13283-CE01-L120,2024309N13283,2024-11-01T18:00:00Z,120,6,RAFAEL,NA
2024307N06143-CE01-L024,2024307N06143,2024-11-06T06:00:00Z,30,6,YINXING,WP
2024307N06143-CE01-L048,2024307N06143,2024-11-05T06:00:00Z,54,6,YINXING,WP
2024307N06143-CE01-L072,2024307N06143,2024-11-04T06:00:00Z,78,6,YINXING,WP
2024307N06143-CE01-L096,2024307N06143,2024-11-03T06:00:00Z,102,6,YINXING,WP
2024307N06143-CE01-L120,2024307N06143,2024-11-02T06:00:00Z,126,6,YINXING,WP
2024312N14145-CE01-L024,2024312N14145,2024-11-10T00:00:00Z,30,6,TORAJI,WP
2024312N14145-CE01-L048,2024312N14145,2024-11-09T00:00:00Z,54,6,TORAJI,WP
2024312N14145-CE01-L072,2024312N14145,2024-11-08T00:00:00Z,78,6,TORAJI,WP
2024312N14145-CE01-L096,2024312N14145,2024-11-07T00:00:00Z,102,6,TORAJI,WP
2024312N14145-CE01-L120,2024312N14145,2024-11-06T00:00:00Z,126,6,TORAJI,WP
2024314N07151-CE01-L024,2024314N07151,2024-11-13T06:00:00Z,24,6,USAGI,WP
2024314N07151-CE01-L048,2024314N07151,2024-11-12T06:00:00Z,48,6,USAGI,WP
2024314N07151-CE01-L072,2024314N07151,2024-11-11T06:00:00Z,72,6,USAGI,WP
2024314N07151-CE01-L096,2024314N07151,2024-11-10T06:00:00Z,96,6,USAGI,WP
2024314N07151-CE01-L120,2024314N07151,2024-11-09T06:00:00Z,120,6,USAGI,WP
2024313N10169-CE01-L024,2024313N10169,2024-11-15T12:00:00Z,30,6,MAN-YI,WP
2024313N10169-CE01-L048,2024313N10169,2024-11-14T12:00:00Z,54,6,MAN-YI,WP
2024313N10169-CE01-L072,2024313N10169,2024-11-13T12:00:00Z,78,6,MAN-YI,WP
2024313N10169-CE01-L096,2024313N10169,2024-11-12T12:00:00Z,102,6,MAN-YI,WP
2024313N10169-CE01-L120,2024313N10169,2024-11-11T12:00:00Z,126,6,MAN-YI,WP
2024313N10169-CE02-L024,2024313N10169,2024-11-16T12:00:00Z,30,6,MAN-YI,WP
2024313N10169-CE02-L048,2024313N10169,2024-11-15T12:00:00Z,54,6,MAN-YI,WP
